A,B,C,D,E,F,G,H,I,J,K,L,M,N,Z
42,"0,8948558525089",10,13,0,5,1,1,"0,56","0,5303","0,37","0,3881",81,300,381
42,"0,761611410927437",10,14,0,5,1,1,"0,56","0,5303","0,37","0,4627",109,262,371
42,"0,143604023505167",10,15,0,5,1,1,"0,52","0,5","0,42","0,4478",138,317,455
42,"0,281964604283404",10,16,0,5,1,1,"0,46","0,4545","0,41","0,3582",108,412,520
42,"0,456299910960885",10,17,0,5,1,1,"0,46","0,4545","0,38","0,3881",131,706,837
42,"0,784851636692462",10,18,0,5,1,1,"0,44","0,4394","0,38","0,2985",76,566,642
42,"0,384304610179116",10,19,0,5,1,1,"0,42","0,4242","0,41","0,2239",40,453,493
42,"0,118065484233556",10,20,0,5,1,1,"0,42","0,4242","0,47","0,1343",28,280,308
42,"0,896765558143564",10,21,0,5,1,1,"0,4","0,4091","0,54","0,194",21,169,190
42,"0,978929670382543",10,22,0,5,1,1,"0,4","0,4091","0,47","0,2985",17,143,160
42,"0,369138855801126",10,23,0,5,1,1,"0,36","0,3485","0,57","0,194",11,89,100
42,"0,680773327304983",10,0,0,6,0,1,"0,36","0,3636","0,57","0,0896",31,218,249
42,"0,291601600067397",10,1,0,6,0,1,"0,34","0,3333","0,53","0,1343",23,123,146
42,"0,658462445534262",10,2,0,6,0,1,"0,34","0,3333","0,53","0,194",7,60,67
42,"0,790816664104474",10,3,0,6,0,1,"0,32","0,303","0,66","0,2239",2,13,15
42,"0,495724913777797",10,4,0,6,0,1,"0,3","0,303","0,65","0,1642",2,9,11
42,"0,499542982241811",10,5,0,6,0,1,"0,3","0,2879","0,61","0,194",0,11,11
42,"0,214977025386659",10,6,0,6,0,1,"0,3","0,2879","0,61","0,194",5,23,28
42,"0,388717233328437",10,7,0,6,0,1,"0,3","0,303","0,61","0,1642",10,60,70
42,"0,340714442444174",10,8,0,6,0,1,"0,34","0,3485","0,53","0,1045",23,151,174
42,"0,829055095526125",10,9,0,6,0,1,"0,36","0,3636","0,5","0,0896",46,220,266
42,"0,0237858741772412",10,10,0,6,0,1,"0,4","0,4091","0,43",0,82,265,347
42,"0,201828548916979",10,11,0,6,0,1,"0,42","0,4242","0,35","0,1343",192,335,527
42,"0,843649494150673",10,12,0,6,0,1,"0,44","0,4394","0,35",0,202,371,573
42,"0,666754667268314",10,13,0,6,0,1,"0,46","0,4545","0,36","0,194",235,435,670
42,"0,586708235814674",10,14,0,6,0,1,"0,48","0,4697","0,33","0,194",243,354,597
42,"0,737747678903463",10,15,0,6,0,1,"0,5","0,4848","0,36","0,194",251,364,615
42,"0,955458085861148",10,16,0,6,0,1,"0,5","0,4848","0,31","0,194",294,343,637
42,"0,792533317289491",10,17,0,6,0,1,"0,46","0,4545","0,38","0,1642",193,335,528
42,"0,25740851628362",10,18,0,6,0,1,"0,46","0,4545","0,44","0,1343",174,299,473
42,"0,0389242891926509",10,19,0,6,0,1,"0,44","0,4394","0,44","0,1642",73,259,332
42,"0,207575969479372",10,20,0,6,0,1,"0,4","0,4091","0,54","0,0896",57,198,255
42,"0,986553969150572",10,21,0,6,0,1,"0,4","0,4091","0,58","0,194",47,157,204
42,"0,156543360629588",10,22,0,6,0,1,"0,4","0,4091","0,62",0,33,156,189
42,"0,422454733458735",10,23,0,6,0,1,"0,42","0,4242","0,58","0,2985",27,98,125
42,"0,605900219521364",10,0,0,0,0,1,"0,4","0,4091","0,71","0,2537",8,103,111
42,"0,642485331777622",10,1,0,0,0,1,"0,42","0,4242","0,77","0,2836",16,96,112
42,"0,768839465970365",10,2,0,0,0,1,"0,4","0,4091","0,76","0,0896",8,58,66
42,"0,518698163595431",10,3,0,0,0,1,"0,42","0,4242","0,77","0,2985",3,25,28
42,"0,991762735098968",10,4,0,0,0,1,"0,42","0,4242","0,77","0,2836",2,10,12
42,"0,810880151704141",10,5,0,0,0,1,"0,4","0,4091","0,82","0,194",5,6,11
42,"0,797290771882351",10,6,0,0,0,1,"0,4","0,4091","0,82","0,1642",4,20,24
42,"0,919671107638605",10,7,0,0,0,1,"0,42","0,4242","0,82","0,2239",7,44,51
42,"0,0416229028346665",10,8,0,0,0,1,"0,44","0,4394","0,77","0,194",28,104,132
42,"0,600267842328471",10,9,0,0,0,2,"0,48","0,4697","0,67","0,2836",62,161,223
42,"0,351122372322587",10,10,0,0,0,1,"0,54","0,5152","0,56","0,194",150,278,428
42,"0,774295257372976",10,11,0,0,0,1,"0,56","0,5303","0,52","0,2985",156,338,494
42,"0,175256222021122",10,12,0,0,0,1,"0,62","0,6212","0,46","0,3284",200,362,562
42,"0,687867568481671",10,13,0,0,0,1,"0,64","0,6212","0,41","0,4478",218,401,619
42,"0,555344023050378",10,14,0,0,0,1,"0,66","0,6212","0,39","0,4179",249,368,617
42,"0,0571980979638677",10,15,0,0,0,1,"0,66","0,6212","0,39","0,4179",213,355,568
42,"0,731256492925893",10,16,0,0,0,1,"0,64","0,6212","0,41","0,2985",203,378,581
42,"0,0591890152535861",10,17,0,0,0,1,"0,64","0,6212","0,44","0,194",193,346,539
42,"0,736943674481392",10,18,0,0,0,1,"0,58","0,5455","0,6","0,2537",134,319,453
42,"0,205749298486786",10,19,0,0,0,1,"0,56","0,5303","0,64","0,2239",68,268,336
42,"0,986411404639481",10,20,0,0,0,1,"0,54","0,5152","0,73","0,2239",48,198,246
42,"0,86803080055628",10,21,0,0,0,1,"0,56","0,5303","0,73","0,4478",40,156,196
42,"0,923689763496775",10,22,0,0,0,1,"0,56","0,5303","0,73","0,3881",38,87,125
42,"0,868736538179319",10,23,0,0,0,2,"0,56","0,5303","0,68","0,2836",27,78,105
42,"0,630402033076759",10,0,0,1,1,2,"0,56","0,5303","0,73","0,2537",17,31,48
42,"0,411724189125045",10,1,0,1,1,2,"0,58","0,5455","0,64","0,3881",5,24,29
42,"0,790574668479724",10,2,0,1,1,2,"0,58","0,5455","0,64","0,3582",1,5,6
42,"0,507362591392891",10,3,0,1,1,2,"0,56","0,5303","0,73","0,2537",2,2,4
42,"0,855101684887673",10,4,0,1,1,2,"0,56","0,5303","0,68","0,2239",1,9,10
42,"0,3069616324781",10,5,0,1,1,2,"0,56","0,5303","0,73","0,2836",2,38,40
42,"0,0148997517020455",10,6,0,1,1,2,"0,56","0,5303","0,73","0,2985",6,141,147
42,"0,548206966714063",10,7,0,1,1,2,"0,58","0,5455","0,68","0,3284",15,461,476
42,"0,383620321690833",10,8,0,1,1,2,"0,6","0,6061","0,64","0,3881",24,713,737
42,"0,721965487549149",10,9,0,1,1,3,"0,6","0,5909","0,69","0,3881",31,328,359
42,"0,609610316930777",10,10,0,1,1,2,"0,6","0,5909","0,73","0,3881",43,125,168
42,"0,0857396188563867",10,11,0,1,1,2,"0,6","0,5909","0,73","0,3881",88,175,263
42,"0,197958634580453",10,12,0,1,1,3,"0,6","0,5758","0,78","0,3284",73,211,284
42,"0,984912997553085",10,13,0,1,1,2,"0,56","0,5303","0,88","0,2239",37,109,146
42,"0,267960133570065",10,14,0,1,1,2,"0,6","0,5758","0,78","0,2836",57,128,185
42,"0,599970821951367",10,15,0,1,1,1,"0,6","0,5758","0,78","0,3284",70,190,260
42,"0,0958896398548232",10,16,0,1,1,1,"0,56","0,5303","0,64","0,2985",76,371,447
42,"0,338326734036831",10,17,0,1,1,1,"0,56","0,5303","0,64","0,2537",96,670,766
42,"0,132175263630688",10,18,0,1,1,3,"0,54","0,5152","0,77","0,1343",52,540,592
42,"0,125852038318876",10,19,0,1,1,3,"0,52","0,5","0,83","0,0896",12,227,239
42,"0,478359962405847",10,20,0,1,1,2,"0,52","0,5","0,72","0,3881",19,237,256
42,"0,617412400850261",10,21,0,1,1,1,"0,52","0,5","0,59","0,3284",16,190,206
42,"0,774501250644265",10,22,0,1,1,1,"0,5","0,4848","0,59","0,2836",8,118,126
42,"0,43616654550697",10,23,0,1,1,1,"0,46","0,4545","0,63","0,2239",9,72,81
42,"0,539487436298876",10,0,0,2,1,1,"0,46","0,4545","0,63","0,3881",3,45,48
42,"0,423630307241801",10,1,0,2,1,1,"0,44","0,4394","0,67","0,194",4,9,13
42,"0,0271356298294935",10,2,0,2,1,1,"0,44","0,4394","0,67","0,1343",2,1,3
42,"0,246529578094862",10,3,0,2,1,1,"0,42","0,4242","0,67","0,1045",0,2,2
42,"0,982874175294342",10,4,0,2,1,1,"0,42","0,4242","0,67","0,1642",0,7,7
42,"0,690982293596895",10,5,0,2,1,1,"0,42","0,4242","0,67","0,2537",5,47,52
42,"0,567005573820021",10,6,0,2,1,1,"0,42","0,4242","0,67","0,1642",4,168,172
42,"0,136469119198896",10,7,0,2,1,1,"0,42","0,4242","0,67","0,0896",20,505,525
42,"0,797530061297764",10,8,0,2,1,1,"0,44","0,4394","0,62",0,35,800,835
42,"0,686618501926733",10,9,0,2,1,1,"0,48","0,4697","0,55","0,2537",32,323,355
42,"0,959440831606851",10,10,0,2,1,1,"0,5","0,4848","0,48","0,2836",65,157,222
42,"0,613514084149336",10,11,0,2,1,1,"0,5","0,4848","0,45","0,4179",56,172,228
42,"0,785403760466322",10,12,0,2,1,2,"0,52","0,5","0,45","0,3284",69,256,325
42,"0,383854448945559",10,13,0,2,1,1,"0,52","0,5","0,45","0,2836",68,260,328
42,"0,414454831986922",10,14,0,2,1,1,"0,54","0,5152","0,39","0,2537",94,214,308
42,"0,102319156639064",10,15,0,2,1,1,"0,54","0,5152","0,41","0,3284",76,270,346
42,"0,172281907585969",10,16,0,2,1,1,"0,54","0,5152","0,39","0,2836",79,367,446
42,"0,895425341730648",10,17,0,2,1,1,"0,52","0,5","0,39","0,194",104,839,943
42,"0,918775982922376",10,18,0,2,1,1,"0,5","0,4848","0,42","0,1642",71,767,838
42,"0,877315660336753",10,19,0,2,1,1,"0,48","0,4697","0,48",0,40,491,531
42,"0,888960348054839",10,20,0,2,1,1,"0,46","0,4545","0,55",0,35,397,432
42,"0,621508944702625",10,21,0,2,1,1,"0,46","0,4545","0,63",0,19,176,195
42,"0,648036674663986",10,22,0,2,1,1,"0,4","0,4091","0,71","0,0896",18,163,181
42,"0,663667419278789",10,23,0,2,1,1,"0,4","0,4091","0,71",0,23,176,199
42,"0,830970810577638",10,0,0,3,1,1,"0,38","0,3939","0,76",0,1,48,49
42,"0,51432551976395",10,1,0,3,1,1,"0,38","0,3939","0,76",0,3,14,17
42,"0,744662253998202",10,2,0,3,1,1,"0,38","0,3939","0,76",0,4,12,16
42,"0,42122244263909",10,3,0,3,1,1,"0,36","0,3788","0,87",0,0,7,7
42,"0,266903870134179",10,4,0,3,1,1,"0,36","0,3636","0,81","0,0896",0,4,4
42,"0,130441142203245",10,5,0,3,1,2,"0,36","0,3788","0,81",0,2,39,41
42,"0,482535768909767",10,6,0,3,1,1,"0,38","0,3939","0,82",0,7,171,178
42,"0,860965092513595",10,7,0,3,1,1,"0,36","0,3636","0,81","0,1045",15,449,464
42,"0,208631216541575",10,8,0,3,1,2,"0,4","0,4091","0,76",0,38,779,817
42,"0,348009989117875",10,9,0,3,1,2,"0,42","0,4242","0,77",0,38,344,382
42,"0,363711428109286",10,10,0,3,1,2,"0,46","0,4545","0,67",0,60,168,228
42,"0,388121725451905",10,11,0,3,1,2,"0,5","0,4848","0,51","0,0896",78,156,234
42,"0,934781644711021",10,12,0,3,1,2,"0,52","0,5","0,48","0,1642",71,261,332
42,"0,646540755275055",10,13,0,3,1,2,"0,54","0,5152","0,49","0,1343",73,237,310
42,"0,60546566543667",10,14,0,3,1,2,"0,56","0,5303","0,43","0,1642",82,188,270
42,"0,0434066815540512",10,15,0,3,1,2,"0,58","0,5455","0,43","0,2239",62,239,301
42,"0,0435460297274763",10,16,0,3,1,1,"0,56","0,5303","0,52","0,194",70,396,466
42,"0,317399416242219",10,17,0,3,1,1,"0,54","0,5152","0,56","0,1045",122,766,888
42,"0,641900042207719",10,18,0,3,1,1,"0,52","0,5","0,59","0,1642",90,794,884
42,"0,671973948151599",10,19,0,3,1,1,"0,5","0,4848","0,72","0,194",49,467,516
42,"0,708836833980451",10,20,0,3,1,1,"0,5","0,4848","0,72","0,1343",54,360,414
42,"0,040529705801078",10,21,0,3,1,1,"0,46","0,4545","0,82","0,194",28,301,329
42,"0,538018254683034",10,22,0,3,1,1,"0,46","0,4545","0,88","0,2537",17,198,215
42,"0,178900453543297",10,23,0,3,1,1,"0,46","0,4545","0,88","0,2239",15,84,99
42,"0,833153800003737",10,0,0,4,1,1,"0,46","0,4545","0,88","0,194",4,53,57
42,"0,536963574565571",10,1,0,4,1,1,"0,46","0,4545","0,82","0,2239",0,14,14
42,"0,75599669491438",10,2,0,4,1,1,"0,46","0,4545","0,82","0,194",1,13,14
42,"0,959455255044401",10,3,0,4,1,1,"0,44","0,4394","0,88","0,2239",0,5,5
42,"0,511777884914619",10,4,0,4,1,1,"0,44","0,4394","0,88","0,2239",0,5,5
42,"0,238214380333147",10,5,0,4,1,1,"0,44","0,4394","0,82","0,2239",1,41,42
42,"0,84083068763438",10,6,0,4,1,1,"0,44","0,4394","0,88","0,2985",3,150,153
42,"0,536010132396052",10,7,0,4,1,1,"0,44","0,4394","0,88","0,2537",20,488,508
42,"0,685079109330953",10,8,0,4,1,1,"0,46","0,4545","0,82","0,2537",31,803,834
42,"0,520199496581654",10,9,0,4,1,2,"0,5","0,4848","0,77","0,1642",41,346,387
42,"0,302536364017694",10,10,0,4,1,2,"0,52","0,5","0,68","0,2239",60,158,218
42,"0,317070349254366",10,11,0,4,1,2,"0,56","0,5303","0,56","0,2239",79,189,268
42,"0,208476371958197",10,12,0,4,1,2,"0,6","0,6212","0,53","0,2537",93,284,377
42,"0,99631679665601",10,13,0,4,1,1,"0,62","0,6212","0,53","0,3582",96,236,332
42,"0,661186634230992",10,14,0,4,1,2,"0,62","0,6212","0,5","0,2985",94,191,285
42,"0,946056446662229",10,15,0,4,1,2,"0,6","0,6061","0,6","0,194",69,284,353
42,"0,101081182272954",10,16,0,4,1,1,"0,6","0,6212","0,56","0,2836",94,356,450
42,"0,799408138041509",10,17,0,4,1,2,"0,58","0,5455","0,64","0,3284",102,788,890
42,"0,890527330092355",10,18,0,4,1,2,"0,56","0,5303","0,64","0,3284",68,720,788
42,"0,304391584652932",10,19,0,4,1,2,"0,56","0,5303","0,68","0,2985",42,471,513
42,"0,98263422750794",10,20,0,4,1,2,"0,56","0,5303","0,68","0,2537",39,348,387
42,"0,343800994267398",10,21,0,4,1,2,"0,54","0,5152","0,77","0,194",38,245,283
42,"0,594415807541295",10,22,0,4,1,2,"0,54","0,5152","0,83","0,194",27,202,229
42,"0,170284528284713",10,23,0,4,1,2,"0,54","0,5152","0,83",0,6,111,117
42,"0,350857834593346",10,0,0,5,1,2,"0,56","0,5303","0,83","0,1045",5,51,56
42,"0,054964610073465",10,1,0,5,1,3,"0,54","0,5152","0,88",0,4,12,16
42,"0,529563242511524",10,2,0,5,1,2,"0,54","0,5152","0,88",0,1,9,10
42,"0,856261916218041",10,3,0,5,1,2,"0,56","0,5303","0,83",0,0,5,5
42,"0,0420130787612985",10,4,0,5,1,2,"0,56","0,5303","0,83",0,1,5,6
42,"0,0549114147992376",10,5,0,5,1,2,"0,54","0,5152","0,88",0,1,35,36
42,"0,90145952593027",10,6,0,5,1,3,"0,54","0,5152","0,94","0,1642",5,126,131
42,"0,474520627414643",10,7,0,5,1,3,"0,54","0,5152","0,94",0,5,149,154
42,"0,641112456075899",10,8,0,5,1,2,"0,54","0,5152","0,94","0,1045",20,447,467
42,"0,0351867424417869",10,9,0,5,1,2,"0,54","0,5152","0,94","0,1045",26,363,389
42,"0,766453956634198",10,10,0,5,1,2,"0,58","0,5455","0,88","0,194",26,198,224
42,"0,428347510395811",10,11,0,5,1,1,"0,6","0,5606","0,83","0,194",41,211,252
42,"0,793619079120934",10,12,0,5,1,1,"0,64","0,6061","0,69","0,2239",74,258,332
42,"0,360107041734522",10,13,0,5,1,1,"0,62","0,5909","0,73","0,2239",87,288,375
42,"0,752092137087638",10,14,0,5,1,1,"0,66","0,6212","0,61","0,2537",88,277,365
42,"0,46493759630332",10,15,0,5,1,1,"0,64","0,6061","0,65","0,2985",93,302,395
42,"0,0387379541112774",10,16,0,5,1,3,"0,62","0,6061","0,69","0,3582",131,434,565
42,"0,66632812439283",10,17,0,5,1,3,"0,62","0,6061","0,69","0,3582",48,377,425
42,"0,998940535110058",10,18,0,5,1,1,"0,56","0,5303","0,83","0,1045",21,212,233
42,"0,706469267483306",10,19,0,5,1,1,"0,54","0,5152","0,88","0,1642",19,213,232
42,"0,644133522233251",10,20,0,5,1,1,"0,52","0,5","0,77","0,194",13,216,229
42,"0,930098106971819",10,21,0,5,1,1,"0,5","0,4848","0,77",0,17,189,206
42,"0,958280766049149",10,22,0,5,1,1,"0,5","0,4848","0,77","0,0896",14,176,190
42,"0,189306621340242",10,23,0,5,1,1,"0,46","0,4545","0,88","0,1045",13,118,131
42,"0,344207648976632",10,0,0,6,0,1,"0,46","0,4545","0,82","0,1343",13,110,123
42,"0,868733919775921",10,1,0,6,0,1,"0,46","0,4545","0,72","0,1343",2,93,95
42,"0,178251902329193",10,2,0,6,0,1,"0,44","0,4394","0,77","0,1045",9,69,78
42,"0,488872248605185",10,3,0,6,0,1,"0,42","0,4242","0,77","0,1343",2,27,29
42,"0,557872549538188",10,4,0,6,0,1,"0,44","0,4394","0,72",0,9,9,18
42,"0,0342675844628299",10,5,0,6,0,1,"0,4","0,4091","0,82",0,6,7,13
42,"0,927242762508421",10,6,0,6,0,1,"0,42","0,4242","0,71",0,5,26,31
42,"0,620126205846337",10,7,0,6,0,1,"0,4","0,4091","0,82",0,6,59,65
42,"0,109033864289467",10,8,0,6,0,1,"0,46","0,4545","0,67","0,1343",29,164,193
42,"0,0028646500770129",10,9,0,6,0,1,"0,5","0,4848","0,59","0,1343",106,257,363
42,"0,4406096218483",10,10,0,6,0,1,"0,52","0,5","0,52","0,1343",111,312,423
42,"0,3013361736589",10,11,0,6,0,1,"0,54","0,5152","0,52","0,2239",204,408,612
42,"0,110848208461438",10,12,0,6,0,1,"0,56","0,5303","0,46","0,1045",267,436,703
42,"0,252697076989808",10,13,0,6,0,1,"0,56","0,5303","0,43","0,1642",273,441,714
42,"0,245426835488123",10,14,0,6,0,1,"0,56","0,5303","0,4",0,335,376,711
42,"0,226395329868202",10,15,0,6,0,1,"0,56","0,5303","0,43",0,308,403,711
42,"0,719783152423603",10,16,0,6,0,1,"0,54","0,5152","0,42","0,2836",325,366,691
42,"0,671019626805902",10,17,0,6,0,1,"0,54","0,5152","0,37","0,2239",347,384,731
42,"0,927377190623707",10,18,0,6,0,1,"0,52","0,5","0,39","0,2239",165,356,521
42,"0,35896801912203",10,19,0,6,0,1,"0,5","0,4848","0,45","0,1343",77,268,345
42,"0,922843085721971",10,20,0,6,0,1,"0,5","0,4848","0,39","0,2239",61,198,259
42,"0,163453811439534",10,21,0,6,0,1,"0,46","0,4545","0,47","0,2239",72,224,296
42,"0,337676568501467",10,22,0,6,0,1,"0,44","0,4394","0,51","0,1045",47,155,202
42,"0,428791776331299",10,23,0,6,0,1,"0,42","0,4242","0,58",0,27,136,163
42,"0,400862934761069",10,0,0,0,0,1,"0,44","0,4394","0,54","0,1642",35,119,154
42,"0,882812727723047",10,1,0,0,0,1,"0,42","0,4242","0,58","0,2239",20,97,117
42,"0,70566710681237",10,2,0,0,0,1,"0,4","0,4091","0,62","0,1642",44,88,132
42,"0,322185387502211",10,3,0,0,0,1,"0,38","0,3939","0,66","0,0896",12,29,41
42,"0,622372425767873",10,4,0,0,0,1,"0,36","0,3485","0,71","0,1642",8,13,21
42,"0,734011427692548",10,5,0,0,0,1,"0,38","0,3939","0,66","0,0896",6,4,10
42,"0,826352169089887",10,6,0,0,0,1,"0,4","0,4091","0,62",0,8,18,26
42,"0,968991870497574",10,7,0,0,0,1,"0,4","0,4091","0,62",0,13,43,56
42,"0,40690852631077",10,8,0,0,0,1,"0,42","0,4242","0,67",0,39,104,143
42,"0,176133712960696",10,9,0,0,0,1,"0,46","0,4545","0,55","0,1642",77,192,269
42,"0,101445986872246",10,10,0,0,0,1,"0,5","0,4848","0,48","0,2985",167,276,443
42,"0,994923483699583",10,11,0,0,0,1,"0,52","0,5","0,44","0,3284",191,356,547
42,"0,730043664898883",10,12,0,0,0,1,"0,54","0,5152","0,39","0,3284",236,439,675
42,"0,866690572081922",10,13,0,0,0,1,"0,56","0,5303","0,37","0,2537",243,383,626
42,"0,495604989039792",10,14,0,0,0,1,"0,56","0,5303","0,35","0,194",235,405,640
42,"0,184775993861792",10,15,0,0,0,1,"0,56","0,5303","0,35","0,3284",240,383,623
42,"0,043132535757599",10,16,0,0,0,1,"0,54","0,5152","0,37","0,2239",182,409,591
42,"0,905709734028102",10,17,0,0,0,1,"0,52","0,5","0,39","0,2537",153,338,491
42,"0,457836573255152",10,18,0,0,0,1,"0,52","0,5","0,39","0,194",71,342,413
42,"0,676274583641171",10,19,0,0,0,1,"0,5","0,4848","0,42","0,1642",50,216,266
42,"0,0470839562450206",10,20,0,0,0,1,"0,48","0,4697","0,44","0,194",35,160,195
42,"0,856781077681501",10,21,0,0,0,1,"0,42","0,4242","0,54","0,1642",42,124,166
42,"0,522365618056673",10,22,0,0,0,1,"0,42","0,4242","0,54",0,18,95,113
42,"0,927183073418868",10,23,0,0,0,1,"0,44","0,4394","0,54",0,7,59,66
42,"0,808696016976845",10,0,0,1,1,1,"0,4","0,4091","0,62",0,3,28,31
42,"0,983757800661223",10,1,0,1,1,1,"0,4","0,4091","0,71",0,0,11,11
42,"0,643658265472508",10,2,0,1,1,1,"0,38","0,3939","0,71",0,1,4,5
42,"0,109953673973728",10,3,0,1,1,1,"0,4","0,4091","0,62",0,1,5,6
42,"0,0509090960794497",10,4,0,1,1,1,"0,38","0,3939","0,66",0,1,6,7
42,"0,379964946090056",10,5,0,1,1,1,"0,38","0,3939","0,76","0,0896",2,44,46
42,"0,851204762225696",10,6,0,1,1,1,"0,36","0,3636","0,76","0,0896",4,140,144
42,"0,00999676280046523",10,7,0,1,1,1,"0,38","0,3939","0,66","0,0896",15,437,452
42,"0,446008443615045",10,8,0,1,1,1,"0,44","0,4394","0,67",0,32,696,728
42,"0,446745495264735",10,9,0,1,1,1,"0,46","0,4545","0,63","0,0896",25,335,360
42,"0,482582873948874",10,10,0,1,1,1,"0,5","0,4848","0,55",0,51,161,212
42,"0,212829448462494",10,11,0,1,1,1,"0,56","0,5303","0,37","0,1642",63,148,211
42,"0,238668517566232",10,12,0,1,1,1,"0,58","0,5455","0,35",0,52,231,283
42,"0,810276296163538",10,13,0,1,1,1,"0,62","0,6212","0,29","0,1642",88,227,315
42,"0,739045272031909",10,14,0,1,1,1,"0,62","0,6061","0,27","0,194",73,209,282
42,"0,937073284618966",10,15,0,1,1,1,"0,64","0,6212","0,29","0,1642",74,222,296
42,"0,988130781411135",10,16,0,1,1,1,"0,62","0,6212","0,33","0,1642",80,444,524
42,"0,840167184507589",10,17,0,1,1,1,"0,62","0,6212","0,33","0,1045",84,838,922
42,"0,0292504948161262",10,18,0,1,1,1,"0,54","0,5152","0,64","0,1045",60,726,786
42,"0,320183124024885",10,19,0,1,1,1,"0,52","0,5","0,52","0,1045",36,478,514
42,"0,416171944669232",10,20,0,1,1,1,"0,5","0,4848","0,59","0,1045",21,382,403
42,"0,811151471876154",10,21,0,1,1,1,"0,48","0,4697","0,67","0,0896",19,155,174
42,"0,983725597673114",10,22,0,1,1,1,"0,46","0,4545","0,82","0,1343",25,158,183
42,"0,545965437281521",10,23,0,1,1,1,"0,46","0,4545","0,82","0,1045",20,143,163
42,"0,357634039625275",10,0,0,2,1,1,"0,46","0,4545","0,88","0,1642",5,32,37
42,"0,386923842939606",10,1,0,2,1,1,"0,46","0,4545","0,77","0,1642",1,16,17
42,"0,253959949971132",10,2,0,2,1,1,"0,44","0,4394","0,88","0,1343",1,6,7
42,"0,888887631785424",10,3,0,2,1,1,"0,44","0,4394","0,77","0,1343",0,1,1
42,"0,0641364520704599",10,4,0,2,1,1,"0,42","0,4242","0,77","0,1045",1,6,7
42,"0,427627952302514",10,5,0,2,1,1,"0,44","0,4394","0,77","0,0896",1,49,50
42,"0,49965584835716",10,6,0,2,1,1,"0,4","0,4091","0,82","0,0896",6,152,158
42,"0,123881724502883",10,7,0,2,1,2,"0,44","0,4394","0,77","0,1045",12,519,531
42,"0,397558504371014",10,8,0,2,1,2,"0,46","0,4545","0,72","0,0896",28,733,761
42,"0,011162636996472",10,9,0,2,1,2,"0,5","0,4848","0,72","0,1045",29,305,334
42,"0,242945891656207",10,10,0,2,1,1,"0,54","0,5152","0,6",0,50,171,221
42,"0,158532753352559",10,11,0,2,1,1,"0,6","0,6212","0,53",0,52,201,253
42,"0,183172278077667",10,12,0,2,1,2,"0,62","0,6212","0,46","0,0896",80,298,378
42,"0,966146619429533",10,13,0,2,1,2,"0,64","0,6212","0,44",0,59,244,303
42,"0,0209780733301461",10,14,0,2,1,1,"0,68","0,6364","0,41","0,1642",67,229,296
42,"0,909772975467697",10,15,0,2,1,1,"0,68","0,6364","0,41","0,2239",76,270,346
42,"0,546697305984279",10,16,0,2,1,1,"0,68","0,6364","0,44","0,0896",108,433,541
42,"0,466161488735672",10,17,0,2,1,1,"0,68","0,6364","0,41",0,67,871,938
42,"0,433507349818775",10,18,0,2,1,1,"0,62","0,6212","0,53","0,0896",64,762,826
42,"0,626710850534862",10,19,0,2,1,1,"0,62","0,6212","0,57","0,0896",25,457,482
42,"0,654752881581774",10,20,0,2,1,1,"0,58","0,5455","0,64","0,1343",45,334,379
42,"0,30183783865978",10,21,0,2,1,1,"0,56","0,5303","0,68",0,35,260,295
42,"0,0321628981590095",10,22,0,2,1,1,"0,56","0,5303","0,68","0,1045",20,174,194
42,"0,761624185797264",10,23,0,2,1,1,"0,54","0,5152","0,73","0,1045",9,102,111
42,"0,403106717108879",10,0,0,3,1,1,"0,54","0,5152","0,73","0,0896",7,39,46
42,"0,600417445320661",10,1,0,3,1,1,"0,54","0,5152","0,68",0,4,23,27
42,"0,0959194086059066",10,2,0,3,1,1,"0,54","0,5152","0,68",0,0,6,6
42,"0,36891967773337",10,3,0,3,1,1,"0,5","0,4848","0,77","0,0896",0,4,4
42,"0,681907795145692",10,4,0,3,1,1,"0,5","0,4848","0,77","0,0896",1,5,6
42,"0,313395983510198",10,5,0,3,1,1,"0,5","0,4848","0,82",0,1,52,53
42,"0,878159062084361",10,6,0,3,1,1,"0,48","0,4697","0,82","0,1045",11,162,173
42,"0,552662406943878",10,7,0,3,1,1,"0,5","0,4848","0,88","0,0896",20,506,526
42,"0,385653472592715",10,8,0,3,1,2,"0,52","0,5","0,83","0,1045",24,777,801
42,"0,932412324406333",10,9,0,3,1,2,"0,52","0,5","0,77","0,0896",24,349,373
42,"0,604563599828384",10,10,0,3,1,2,"0,54","0,5152","0,73",0,29,142,171
42,"0,763776544542277",10,11,0,3,1,1,"0,58","0,5455","0,64",0,47,189,236
42,"0,108082891054764",10,12,0,3,1,1,"0,62","0,6061","0,61","0,0896",48,268,316
42,"0,703408077827393",10,13,0,3,1,1,"0,66","0,6212","0,54",0,65,241,306
42,"0,365144933550801",10,14,0,3,1,1,"0,74","0,6515","0,3","0,2537",64,237,301
42,"0,388612256567771",10,15,0,3,1,1,"0,7","0,6364","0,39","0,1045",63,245,308
42,"0,169757494515067",10,16,0,3,1,1,"0,74","0,6515","0,33","0,1343",67,465,532
42,"0,672118229815474",10,17,0,3,1,1,"0,66","0,6212","0,47",0,87,876,963
42,"0,317017590992439",10,18,0,3,1,1,"0,66","0,6212","0,44",0,63,795,858
42,"0,302420828064979",10,19,0,3,1,2,"0,64","0,6212","0,53","0,0896",50,522,572
